timestamp,power_W
2025-11-13 10:28:54.925659,24.46
2025-11-13 10:28:55.925659,20.84
2025-11-13 10:28:56.925659,16.61
2025-11-13 10:28:57.925659,21.65
2025-11-13 10:28:58.925659,19.89
2025-11-13 10:28:59.925659,21.66
2025-11-13 10:29:00.925659,25.19
2025-11-13 10:29:01.925659,19.67
2025-11-13 10:29:02.925659,61.71
2025-11-13 10:29:03.925659,87.86
2025-11-13 10:29:04.925659,59.86
2025-11-13 10:29:05.925659,67.49
2025-11-13 10:29:06.925659,69.68
2025-11-13 10:29:07.925659,79.57
2025-11-13 10:29:08.925659,50.12
2025-11-13 10:29:09.925659,64.48
2025-11-13 10:29:10.925659,79.61
2025-11-13 10:29:11.925659,71.69
2025-11-13 10:29:12.925659,61.6
2025-11-13 10:29:13.925659,69.55
2025-11-13 10:29:14.925659,69.43
2025-11-13 10:29:15.925659,59.21
2025-11-13 10:29:16.925659,60.56
2025-11-13 10:29:17.925659,58.67
2025-11-13 10:29:18.925659,56.54
2025-11-13 10:29:19.925659,76.72
2025-11-13 10:29:20.925659,77.91
2025-11-13 10:29:21.925659,67.77
2025-11-13 10:29:22.925659,71.72
2025-11-13 10:29:23.925659,64.79
2025-11-13 10:29:24.925659,70.83
2025-11-13 10:29:25.925659,55.97
2025-11-13 10:29:26.925659,56.16
2025-11-13 10:29:27.925659,75.53
2025-11-13 10:29:28.925659,63.07
2025-11-13 10:29:29.925659,70.48
2025-11-13 10:29:30.925659,65.07
2025-11-13 10:29:31.925659,49.11
2025-11-13 10:29:32.925659,56.98
2025-11-13 10:29:33.925659,69.52
2025-11-13 10:29:34.925659,79.05
2025-11-13 10:29:35.925659,69.99
2025-11-13 10:29:36.925659,66.92
2025-11-13 10:29:37.925659,67.29
2025-11-13 10:29:38.925659,70.94
2025-11-13 10:29:39.925659,68.53
2025-11-13 10:29:40.925659,68.05
2025-11-13 10:29:41.925659,59.92
2025-11-13 10:29:42.925659,60.97
2025-11-13 10:29:43.925659,68.66
2025-11-13 10:29:44.925659,66.66
2025-11-13 10:29:45.925659,64.08
2025-11-13 10:29:46.925659,58.46
2025-11-13 10:29:47.925659,68.87
2025-11-13 10:29:48.925659,39.22
2025-11-13 10:29:49.925659,74.42
2025-11-13 10:29:50.925659,55.03
2025-11-13 10:29:51.925659,77.2
2025-11-13 10:29:52.925659,64.93
2025-11-13 10:29:53.925659,72.64
2025-11-13 10:29:54.925659,74.06
2025-11-13 10:29:55.925659,72.56
2025-11-13 10:29:56.925659,55.75
2025-11-13 10:29:57.925659,77.52
2025-11-13 10:29:58.925659,80.22
2025-11-13 10:29:59.925659,73.43
2025-11-13 10:30:00.925659,62.93
2025-11-13 10:30:01.925659,63.51
2025-11-13 10:30:02.925659,56.93
2025-11-13 10:30:03.925659,65.77
2025-11-13 10:30:04.925659,77.99
2025-11-13 10:30:05.925659,63.96
2025-11-13 10:30:06.925659,69.9
2025-11-13 10:30:07.925659,61.6
2025-11-13 10:30:08.925659,59.22
2025-11-13 10:30:09.925659,71.79
2025-11-13 10:30:10.925659,58.47
2025-11-13 10:30:11.925659,59.69
2025-11-13 10:30:12.925659,68.48
2025-11-13 10:30:13.925659,72.25
2025-11-13 10:30:14.925659,73.14
2025-11-13 10:30:15.925659,80.33
2025-11-13 10:30:16.925659,64.95
2025-11-13 10:30:17.925659,58.5
2025-11-13 10:30:18.925659,59.63
2025-11-13 10:30:19.925659,71.34
2025-11-13 10:30:20.925659,73.28
2025-11-13 10:30:21.925659,63.17
2025-11-13 10:30:22.925659,72.56
2025-11-13 10:30:23.925659,71.59
2025-11-13 10:30:24.925659,75.38
2025-11-13 10:30:25.925659,58.14
2025-11-13 10:30:26.925659,70.97
2025-11-13 10:30:27.925659,64.56
2025-11-13 10:30:28.925659,55.77
2025-11-13 10:30:29.925659,68.73
2025-11-13 10:30:30.925659,57.62
2025-11-13 10:30:31.925659,68.78
2025-11-13 10:30:32.925659,75.08
2025-11-13 10:30:33.925659,80.84
2025-11-13 10:30:34.925659,61.46
2025-11-13 10:30:35.925659,69.02
2025-11-13 10:30:36.925659,42.72
2025-11-13 10:30:37.925659,6.99
2025-11-13 10:30:38.925659,7.73
2025-11-13 10:30:39.925659,11.11
2025-11-13 10:30:40.925659,7.38
2025-11-13 10:30:41.925659,10.93
2025-11-13 10:30:42.925659,8.79
2025-11-13 10:30:43.925659,55.93
2025-11-13 10:30:44.925659,48.65
2025-11-13 10:30:45.925659,36.49
2025-11-13 10:30:46.925659,74.12
2025-11-13 10:30:47.925659,50.52
2025-11-13 10:30:48.925659,59.01
2025-11-13 10:30:49.925659,56.42
2025-11-13 10:30:50.925659,52.65
2025-11-13 10:30:51.925659,49.94
2025-11-13 10:30:52.925659,60.83
2025-11-13 10:30:53.925659,74.72
2025-11-13 10:30:54.925659,58.61
2025-11-13 10:30:55.925659,50.29
2025-11-13 10:30:56.925659,62.97
2025-11-13 10:30:57.925659,58.73
2025-11-13 10:30:58.925659,64.05
2025-11-13 10:30:59.925659,65.45
2025-11-13 10:31:00.925659,63.1
2025-11-13 10:31:01.925659,66.59
2025-11-13 10:31:02.925659,59.35
2025-11-13 10:31:03.925659,59.87
2025-11-13 10:31:04.925659,60.67
2025-11-13 10:31:05.925659,53.28
2025-11-13 10:31:06.925659,47.81
2025-11-13 10:31:07.925659,54.24
2025-11-13 10:31:08.925659,62.11
2025-11-13 10:31:09.925659,47.02
2025-11-13 10:31:10.925659,64.32
2025-11-13 10:31:11.925659,58.38
2025-11-13 10:31:12.925659,44.55
2025-11-13 10:31:13.925659,57.23
2025-11-13 10:31:14.925659,61.01
2025-11-13 10:31:15.925659,60.34
2025-11-13 10:31:16.925659,72.0
2025-11-13 10:31:17.925659,54.48
2025-11-13 10:31:18.925659,61.41
2025-11-13 10:31:19.925659,67.65
2025-11-13 10:31:20.925659,66.35
2025-11-13 10:31:21.925659,43.62
2025-11-13 10:31:22.925659,42.91
2025-11-13 10:31:23.925659,70.82
2025-11-13 10:31:24.925659,73.91
2025-11-13 10:31:25.925659,57.27
2025-11-13 10:31:26.925659,62.52
2025-11-13 10:31:27.925659,51.64
2025-11-13 10:31:28.925659,44.14
2025-11-13 10:31:29.925659,49.29
2025-11-13 10:31:30.925659,57.13
2025-11-13 10:31:31.925659,66.93
2025-11-13 10:31:32.925659,64.05
2025-11-13 10:31:33.925659,69.98
2025-11-13 10:31:34.925659,54.68
2025-11-13 10:31:35.925659,61.03
2025-11-13 10:31:36.925659,56.12
2025-11-13 10:31:37.925659,52.81
2025-11-13 10:31:38.925659,51.45
2025-11-13 10:31:39.925659,66.59
2025-11-13 10:31:40.925659,56.57
2025-11-13 10:31:41.925659,63.04
2025-11-13 10:31:42.925659,62.8
2025-11-13 10:31:43.925659,44.84
2025-11-13 10:31:44.925659,63.12
2025-11-13 10:31:45.925659,56.41
2025-11-13 10:31:46.925659,58.91
2025-11-13 10:31:47.925659,47.81
2025-11-13 10:31:48.925659,62.14
2025-11-13 10:31:49.925659,64.64
2025-11-13 10:31:50.925659,59.67
2025-11-13 10:31:51.925659,66.61
2025-11-13 10:31:52.925659,65.39
2025-11-13 10:31:53.925659,65.37
2025-11-13 10:31:54.925659,57.42
2025-11-13 10:31:55.925659,53.39
2025-11-13 10:31:56.925659,60.36
2025-11-13 10:31:57.925659,66.99
2025-11-13 10:31:58.925659,18.89
2025-11-13 10:31:59.925659,11.8
2025-11-13 10:32:00.925659,14.74
2025-11-13 10:32:01.925659,19.43
2025-11-13 10:32:02.925659,21.59
2025-11-13 10:32:03.925659,23.27
2025-11-13 10:32:04.925659,11.88
2025-11-13 10:32:05.925659,14.78
2025-11-13 10:32:06.925659,21.66
2025-11-13 10:32:07.925659,20.16
2025-11-13 10:32:08.925659,16.97
2025-11-13 10:32:09.925659,20.37
2025-11-13 10:32:10.925659,23.75
2025-11-13 10:32:11.925659,18.88
2025-11-13 10:32:12.925659,19.42
2025-11-13 10:32:13.925659,18.4
2025-11-13 10:32:14.925659,20.95
2025-11-13 10:32:15.925659,16.8
2025-11-13 10:32:16.925659,23.16
2025-11-13 10:32:17.925659,22.77
2025-11-13 10:32:18.925659,18.59
2025-11-13 10:32:19.925659,24.58
2025-11-13 10:32:20.925659,23.95
2025-11-13 10:32:21.925659,19.37
2025-11-13 10:32:22.925659,15.88
2025-11-13 10:32:23.925659,16.88
2025-11-13 10:32:24.925659,17.18
2025-11-13 10:32:25.925659,23.94
2025-11-13 10:32:26.925659,16.42
2025-11-13 10:32:27.925659,21.42
2025-11-13 10:32:28.925659,20.55
2025-11-13 10:32:29.925659,23.18
2025-11-13 10:32:30.925659,21.26
2025-11-13 10:32:31.925659,18.95
2025-11-13 10:32:32.925659,19.5
2025-11-13 10:32:33.925659,20.84
2025-11-13 10:32:34.925659,15.84
2025-11-13 10:32:35.925659,22.51
2025-11-13 10:32:36.925659,18.82
2025-11-13 10:32:37.925659,23.04
2025-11-13 10:32:38.925659,25.28
2025-11-13 10:32:39.925659,21.07
2025-11-13 10:32:40.925659,18.17
2025-11-13 10:32:41.925659,20.38
2025-11-13 10:32:42.925659,16.08
2025-11-13 10:32:43.925659,18.71
2025-11-13 10:32:44.925659,20.42
2025-11-13 10:32:45.925659,24.82
2025-11-13 10:32:46.925659,24.43
2025-11-13 10:32:47.925659,19.53
2025-11-13 10:32:48.925659,19.67
2025-11-13 10:32:49.925659,23.57
2025-11-13 10:32:50.925659,24.03
2025-11-13 10:32:51.925659,22.7
2025-11-13 10:32:52.925659,23.06
2025-11-13 10:32:53.925659,18.92
2025-11-13 10:32:54.925659,22.73
2025-11-13 10:32:55.925659,23.66
2025-11-13 10:32:56.925659,18.42
2025-11-13 10:32:57.925659,20.68
2025-11-13 10:32:58.925659,20.74
2025-11-13 10:32:59.925659,18.58
2025-11-13 10:33:00.925659,23.85
2025-11-13 10:33:01.925659,18.45
2025-11-13 10:33:02.925659,20.63
2025-11-13 10:33:03.925659,17.8
2025-11-13 10:33:04.925659,18.36
2025-11-13 10:33:05.925659,20.63
2025-11-13 10:33:06.925659,22.74
2025-11-13 10:33:07.925659,15.64
2025-11-13 10:33:08.925659,21.33
2025-11-13 10:33:09.925659,20.13
2025-11-13 10:33:10.925659,15.24
2025-11-13 10:33:11.925659,22.01
2025-11-13 10:33:12.925659,20.56
2025-11-13 10:33:13.925659,23.38
2025-11-13 10:33:14.925659,19.24
2025-11-13 10:33:15.925659,15.43
2025-11-13 10:33:16.925659,24.69
2025-11-13 10:33:17.925659,15.24
2025-11-13 10:33:18.925659,22.46
2025-11-13 10:33:19.925659,19.68
2025-11-13 10:33:20.925659,20.52
2025-11-13 10:33:21.925659,18.48
2025-11-13 10:33:22.925659,16.67
2025-11-13 10:33:23.925659,19.26
2025-11-13 10:33:24.925659,15.51
2025-11-13 10:33:25.925659,14.26
2025-11-13 10:33:26.925659,21.52
2025-11-13 10:33:27.925659,22.02
2025-11-13 10:33:28.925659,22.09
2025-11-13 10:33:29.925659,17.03
2025-11-13 10:33:30.925659,23.94
2025-11-13 10:33:31.925659,23.42
2025-11-13 10:33:32.925659,23.04
2025-11-13 10:33:33.925659,19.86
2025-11-13 10:33:34.925659,20.55
2025-11-13 10:33:35.925659,25.11
2025-11-13 10:33:36.925659,19.31
2025-11-13 10:33:37.925659,23.98
2025-11-13 10:33:38.925659,16.58
2025-11-13 10:33:39.925659,18.65
2025-11-13 10:33:40.925659,18.18
2025-11-13 10:33:41.925659,95.88
2025-11-13 10:33:42.925659,134.9
2025-11-13 10:33:43.925659,131.65
2025-11-13 10:33:44.925659,128.22
2025-11-13 10:33:45.925659,115.17
2025-11-13 10:33:46.925659,127.65
2025-11-13 10:33:47.925659,118.55
2025-11-13 10:33:48.925659,127.76
2025-11-13 10:33:49.925659,133.76
2025-11-13 10:33:50.925659,118.17
2025-11-13 10:33:51.925659,108.24
2025-11-13 10:33:52.925659,94.54
2025-11-13 10:33:53.925659,114.54
2025-11-13 10:33:54.925659,90.99
2025-11-13 10:33:55.925659,127.25
2025-11-13 10:33:56.925659,100.56
2025-11-13 10:33:57.925659,149.84
2025-11-13 10:33:58.925659,139.28
2025-11-13 10:33:59.925659,121.26
2025-11-13 10:34:00.925659,99.1
2025-11-13 10:34:01.925659,108.15
2025-11-13 10:34:02.925659,125.92
2025-11-13 10:34:03.925659,121.49
2025-11-13 10:34:04.925659,120.64
2025-11-13 10:34:05.925659,130.68
2025-11-13 10:34:06.925659,140.35
2025-11-13 10:34:07.925659,107.34
2025-11-13 10:34:08.925659,127.71
2025-11-13 10:34:09.925659,131.43
2025-11-13 10:34:10.925659,97.71
2025-11-13 10:34:11.925659,106.02
2025-11-13 10:34:12.925659,139.84
2025-11-13 10:34:13.925659,99.93
2025-11-13 10:34:14.925659,124.24
2025-11-13 10:34:15.925659,99.02
2025-11-13 10:34:16.925659,134.35
2025-11-13 10:34:17.925659,112.92
2025-11-13 10:34:18.925659,134.8
2025-11-13 10:34:19.925659,94.4
2025-11-13 10:34:20.925659,110.22
2025-11-13 10:34:21.925659,96.64
2025-11-13 10:34:22.925659,119.73
2025-11-13 10:34:23.925659,156.8
2025-11-13 10:34:24.925659,147.28
2025-11-13 10:34:25.925659,115.83
2025-11-13 10:34:26.925659,116.59
2025-11-13 10:34:27.925659,139.55
2025-11-13 10:34:28.925659,134.67
2025-11-13 10:34:29.925659,133.24
2025-11-13 10:34:30.925659,98.63
2025-11-13 10:34:31.925659,127.36
2025-11-13 10:34:32.925659,110.4
2025-11-13 10:34:33.925659,140.5
2025-11-13 10:34:34.925659,104.66
2025-11-13 10:34:35.925659,129.97
2025-11-13 10:34:36.925659,109.21
2025-11-13 10:34:37.925659,123.73
2025-11-13 10:34:38.925659,105.51
2025-11-13 10:34:39.925659,114.39
2025-11-13 10:34:40.925659,146.81
2025-11-13 10:34:41.925659,108.8
2025-11-13 10:34:42.925659,128.64
2025-11-13 10:34:43.925659,130.01
2025-11-13 10:34:44.925659,94.84
2025-11-13 10:34:45.925659,143.82
2025-11-13 10:34:46.925659,111.27
2025-11-13 10:34:47.925659,100.72
2025-11-13 10:34:48.925659,140.41
2025-11-13 10:34:49.925659,142.27
2025-11-13 10:34:50.925659,134.54
2025-11-13 10:34:51.925659,116.44
2025-11-13 10:34:52.925659,164.63
2025-11-13 10:34:53.925659,154.93
2025-11-13 10:34:54.925659,98.17
2025-11-13 10:34:55.925659,136.79
2025-11-13 10:34:56.925659,122.63
2025-11-13 10:34:57.925659,139.35
2025-11-13 10:34:58.925659,115.79
2025-11-13 10:34:59.925659,122.55
2025-11-13 10:35:00.925659,135.79
2025-11-13 10:35:01.925659,115.54
2025-11-13 10:35:02.925659,139.8
2025-11-13 10:35:03.925659,122.6
2025-11-13 10:35:04.925659,135.31
2025-11-13 10:35:05.925659,133.67
2025-11-13 10:35:06.925659,89.66
2025-11-13 10:35:07.925659,117.95
2025-11-13 10:35:08.925659,110.84
2025-11-13 10:35:09.925659,105.73
2025-11-13 10:35:10.925659,129.43
2025-11-13 10:35:11.925659,121.18
2025-11-13 10:35:12.925659,103.16
2025-11-13 10:35:13.925659,107.09
2025-11-13 10:35:14.925659,96.81
2025-11-13 10:35:15.925659,134.81
2025-11-13 10:35:16.925659,129.08
2025-11-13 10:35:17.925659,128.51
2025-11-13 10:35:18.925659,121.2
2025-11-13 10:35:19.925659,120.86
2025-11-13 10:35:20.925659,97.48
2025-11-13 10:35:21.925659,106.07
2025-11-13 10:35:22.925659,106.26
2025-11-13 10:35:23.925659,121.05
2025-11-13 10:35:24.925659,116.07
2025-11-13 10:35:25.925659,125.92
2025-11-13 10:35:26.925659,120.33
2025-11-13 10:35:27.925659,123.7
2025-11-13 10:35:28.925659,146.65
2025-11-13 10:35:29.925659,97.98
2025-11-13 10:35:30.925659,81.41
2025-11-13 10:35:31.925659,94.7
2025-11-13 10:35:32.925659,89.29
2025-11-13 10:35:33.925659,49.62
2025-11-13 10:35:34.925659,48.51
2025-11-13 10:35:35.925659,62.3
2025-11-13 10:35:36.925659,59.89
2025-11-13 10:35:37.925659,57.01
2025-11-13 10:35:38.925659,57.27
2025-11-13 10:35:39.925659,68.52
2025-11-13 10:35:40.925659,55.9
2025-11-13 10:35:41.925659,70.81
2025-11-13 10:35:42.925659,62.13
2025-11-13 10:35:43.925659,66.56
2025-11-13 10:35:44.925659,59.57
2025-11-13 10:35:45.925659,63.5
2025-11-13 10:35:46.925659,58.7
2025-11-13 10:35:47.925659,38.56
2025-11-13 10:35:48.925659,67.57
2025-11-13 10:35:49.925659,63.26
2025-11-13 10:35:50.925659,71.35
2025-11-13 10:35:51.925659,54.97
2025-11-13 10:35:52.925659,58.54
2025-11-13 10:35:53.925659,44.15
2025-11-13 10:35:54.925659,30.79
2025-11-13 10:35:55.925659,41.62
2025-11-13 10:35:56.925659,54.76
2025-11-13 10:35:57.925659,53.74
2025-11-13 10:35:58.925659,56.99
2025-11-13 10:35:59.925659,58.82
2025-11-13 10:36:00.925659,59.85
2025-11-13 10:36:01.925659,65.34
2025-11-13 10:36:02.925659,59.72
2025-11-13 10:36:03.925659,54.7
2025-11-13 10:36:04.925659,53.33
2025-11-13 10:36:05.925659,53.56
2025-11-13 10:36:06.925659,58.83
2025-11-13 10:36:07.925659,53.32
2025-11-13 10:36:08.925659,57.45
2025-11-13 10:36:09.925659,52.8
2025-11-13 10:36:10.925659,72.81
2025-11-13 10:36:11.925659,49.02
2025-11-13 10:36:12.925659,57.6
2025-11-13 10:36:13.925659,65.0
2025-11-13 10:36:14.925659,47.09
2025-11-13 10:36:15.925659,54.64
2025-11-13 10:36:16.925659,56.63
2025-11-13 10:36:17.925659,57.11
2025-11-13 10:36:18.925659,43.9
2025-11-13 10:36:19.925659,76.63
2025-11-13 10:36:20.925659,50.12
2025-11-13 10:36:21.925659,71.0
2025-11-13 10:36:22.925659,73.55
2025-11-13 10:36:23.925659,67.21
2025-11-13 10:36:24.925659,44.67
2025-11-13 10:36:25.925659,79.1
2025-11-13 10:36:26.925659,66.49
2025-11-13 10:36:27.925659,51.97
2025-11-13 10:36:28.925659,72.58
2025-11-13 10:36:29.925659,56.56
2025-11-13 10:36:30.925659,63.34
2025-11-13 10:36:31.925659,61.4
2025-11-13 10:36:32.925659,72.48
2025-11-13 10:36:33.925659,58.17
2025-11-13 10:36:34.925659,68.17
2025-11-13 10:36:35.925659,61.68
2025-11-13 10:36:36.925659,64.96
2025-11-13 10:36:37.925659,64.78
2025-11-13 10:36:38.925659,45.72
2025-11-13 10:36:39.925659,51.37
2025-11-13 10:36:40.925659,61.82
2025-11-13 10:36:41.925659,56.31
2025-11-13 10:36:42.925659,57.61
2025-11-13 10:36:43.925659,54.48
2025-11-13 10:36:44.925659,73.16
2025-11-13 10:36:45.925659,62.89
2025-11-13 10:36:46.925659,63.24
2025-11-13 10:36:47.925659,44.84
2025-11-13 10:36:48.925659,56.43
2025-11-13 10:36:49.925659,38.14
2025-11-13 10:36:50.925659,44.05
2025-11-13 10:36:51.925659,57.97
2025-11-13 10:36:52.925659,68.26
2025-11-13 10:36:53.925659,48.77
2025-11-13 10:36:54.925659,60.69
2025-11-13 10:36:55.925659,67.21
2025-11-13 10:36:56.925659,53.88
2025-11-13 10:36:57.925659,9.35
2025-11-13 10:36:58.925659,11.25
2025-11-13 10:36:59.925659,9.34
2025-11-13 10:37:00.925659,7.97
2025-11-13 10:37:01.925659,11.21
2025-11-13 10:37:02.925659,9.26
2025-11-13 10:37:03.925659,7.11
2025-11-13 10:37:04.925659,9.79
2025-11-13 10:37:05.925659,9.8
2025-11-13 10:37:06.925659,7.53
2025-11-13 10:37:07.925659,52.34
2025-11-13 10:37:08.925659,69.62
2025-11-13 10:37:09.925659,68.02
2025-11-13 10:37:10.925659,51.09
2025-11-13 10:37:11.925659,44.17
2025-11-13 10:37:12.925659,65.83
2025-11-13 10:37:13.925659,46.97
2025-11-13 10:37:14.925659,47.6
2025-11-13 10:37:15.925659,69.77
2025-11-13 10:37:16.925659,68.15
2025-11-13 10:37:17.925659,66.46
2025-11-13 10:37:18.925659,73.84
2025-11-13 10:37:19.925659,60.69
2025-11-13 10:37:20.925659,75.02
2025-11-13 10:37:21.925659,51.0
2025-11-13 10:37:22.925659,67.78
2025-11-13 10:37:23.925659,66.63
2025-11-13 10:37:24.925659,81.63
2025-11-13 10:37:25.925659,17.25
2025-11-13 10:37:26.925659,21.34
2025-11-13 10:37:27.925659,23.99
2025-11-13 10:37:28.925659,19.35
2025-11-13 10:37:29.925659,118.11
2025-11-13 10:37:30.925659,101.91
2025-11-13 10:37:31.925659,137.0
2025-11-13 10:37:32.925659,104.86
2025-11-13 10:37:33.925659,112.4
2025-11-13 10:37:34.925659,127.75
2025-11-13 10:37:35.925659,104.01
2025-11-13 10:37:36.925659,106.3
2025-11-13 10:37:37.925659,100.79
2025-11-13 10:37:38.925659,96.29
2025-11-13 10:37:39.925659,117.99
2025-11-13 10:37:40.925659,1148.49
2025-11-13 10:37:41.925659,1090.19
2025-11-13 10:37:42.925659,994.6
2025-11-13 10:37:43.925659,1213.78
2025-11-13 10:37:44.925659,1363.17
2025-11-13 10:37:45.925659,949.66
2025-11-13 10:37:46.925659,1071.0
2025-11-13 10:37:47.925659,957.42
2025-11-13 10:37:48.925659,853.04
2025-11-13 10:37:49.925659,1127.61
2025-11-13 10:37:50.925659,155.44
2025-11-13 10:37:51.925659,128.53
2025-11-13 10:37:52.925659,102.5
2025-11-13 10:37:53.925659,132.51
2025-11-13 10:37:54.925659,90.4
2025-11-13 10:37:55.925659,104.07
2025-11-13 10:37:56.925659,121.9
2025-11-13 10:37:57.925659,1090.98
2025-11-13 10:37:58.925659,832.18
2025-11-13 10:37:59.925659,1111.46
2025-11-13 10:38:00.925659,877.64
2025-11-13 10:38:01.925659,1526.16
2025-11-13 10:38:02.925659,1102.68
2025-11-13 10:38:03.925659,1024.46
2025-11-13 10:38:04.925659,719.95
2025-11-13 10:38:05.925659,1045.07
2025-11-13 10:38:06.925659,1002.69
2025-11-13 10:38:07.925659,1071.41
2025-11-13 10:38:08.925659,902.39
2025-11-13 10:38:09.925659,961.6
2025-11-13 10:38:10.925659,962.58
2025-11-13 10:38:11.925659,806.85
2025-11-13 10:38:12.925659,992.67
2025-11-13 10:38:13.925659,8.49
2025-11-13 10:38:14.925659,8.82
2025-11-13 10:38:15.925659,8.31
2025-11-13 10:38:16.925659,10.73
2025-11-13 10:38:17.925659,9.27
2025-11-13 10:38:18.925659,10.91
2025-11-13 10:38:19.925659,10.28
2025-11-13 10:38:20.925659,6.02
2025-11-13 10:38:21.925659,7.07
2025-11-13 10:38:22.925659,11.53
2025-11-13 10:38:23.925659,8.1
2025-11-13 10:38:24.925659,8.72
2025-11-13 10:38:25.925659,9.8
2025-11-13 10:38:26.925659,9.97
2025-11-13 10:38:27.925659,8.56
2025-11-13 10:38:28.925659,8.34
2025-11-13 10:38:29.925659,9.53
2025-11-13 10:38:30.925659,8.37
2025-11-13 10:38:31.925659,9.86
2025-11-13 10:38:32.925659,8.62
2025-11-13 10:38:33.925659,8.41
2025-11-13 10:38:34.925659,10.64
2025-11-13 10:38:35.925659,10.77
2025-11-13 10:38:36.925659,9.77
2025-11-13 10:38:37.925659,8.72
2025-11-13 10:38:38.925659,10.36
2025-11-13 10:38:39.925659,8.24
2025-11-13 10:38:40.925659,9.35
2025-11-13 10:38:41.925659,11.71
2025-11-13 10:38:42.925659,9.52
2025-11-13 10:38:43.925659,11.01
2025-11-13 10:38:44.925659,9.4
2025-11-13 10:38:45.925659,8.84
2025-11-13 10:38:46.925659,9.0
2025-11-13 10:38:47.925659,8.72
2025-11-13 10:38:48.925659,9.24
2025-11-13 10:38:49.925659,9.57
2025-11-13 10:38:50.925659,8.7
